genres,id,original_title,tagline
"['Science Fiction', 'Action', 'Adventure', 'Thriller']",193,Star Trek: Generations,Boldly go.
"['Crime', 'Horror', 'Thriller']",25066,Tales from the Hood,Chill or be Chilled
"['Drama', 'Romance']",46797,Tom & Viv,"For better, for worse, forever."
"['Thriller', 'Horror', 'Science Fiction']",12122,Village of the Damned,Beware the Children
['Comedy'],11381,Tommy Boy,"If at first you don't succeed, lower your standards."
"['Drama', 'Romance']",32636,Vanya on 42nd Street,
"['Thriller', 'Crime']",36141,The Underneath,"For passion, betrayal and murder... there's still no place like home."
"['Drama', 'War']",95963,The Walking Dead,Surviving the streets was just a rehearsal.
"['Romance', 'Drama']",1587,What's Eating Gilbert Grape,A film about the love you find...In the last place you look.
"['Action', 'Crime', 'Science Fiction', 'Thriller']",9271,Virtuosity,Justice needs a new program.
"['Comedy', 'Drama', 'Romance']",2064,While You Were Sleeping,A story about love at second sight.
['Drama'],19855,The War,
"['Comedy', 'Romance']",60855,Double Happiness,You've got one life to live. What's it gonna be?
"['Drama', 'Comedy', 'Romance']",236,Muriel's Wedding,Success is the best revenge.
"['Comedy', 'Drama', 'Family']",48287,The Baby-Sitters Club,Friends Forever
"['Comedy', 'Mystery']",3049,Ace Ventura: Pet Detective,"He's the best there is! (Actually, he's the only one there is.)"
"['Drama', 'Comedy']",2759,"The Adventures of Priscilla, Queen of the Desert",She's back... Looking as gorgeous and outrageous as ever in a brand new frock.
"['Drama', 'Music']",12635,Backbeat,
"['Thriller', 'Drama', 'Romance']",10497,Bitter Moon,A kinky voyage with a full head of steam.
"['Action', 'Comedy', 'Thriller']",11382,Bullets Over Broadway,
"['Action', 'Drama', 'Thriller']",9331,Clear and Present Danger,The war of drugs would lead him to the war of power.
"['Drama', 'Thriller', 'Crime', 'Mystery']",10731,The Client,A district attorney out for a conviction. A new lawyer out of her league. A young boy who knew too much.
"['Comedy', 'Drama', 'Family', 'Romance']",10464,"Corrina, Corrina",
"['Comedy', 'Drama']",34152,Crooklyn,
"['Fantasy', 'Action', 'Thriller']",9495,The Crow,Real love is forever.
['Drama'],29973,Cobb,Everyone hated this baseball legend. And he loved it.
"['Fantasy', 'Comedy', 'Family']",888,The Flintstones,Yabba-Dabba-Doo!
"['Comedy', 'Drama', 'Romance']",13,Forrest Gump,"The world will never be the same, once you've seen it through the eyes of Forrest Gump."
"['Comedy', 'Drama', 'Romance']",712,Four Weddings and a Funeral,Five good reasons to stay single.
"['Romance', 'Drama', 'Crime']",16295,Higher Learning,
"['Comedy', 'Drama', 'Romance']",48992,I Like It Like That,"For Lisette, everyday has become independence day."
"['Action', 'Comedy', 'Romance']",10879,I Love Trouble,Romance Was Never More Dangerous!
"['Comedy', 'Drama', 'Romance']",10660,It Could Happen to You,A cop. A waitress. A lottery ticket.
"['Adventure', 'Drama', 'Family']",10714,The Jungle Book,
"['Documentary', 'Foreign']",41647,Die Macht der Bilder: Leni Riefenstahl,
"['Family', 'Animation', 'Drama']",8587,The Lion King,Life's greatest adventure is finding your place in the Circle of Life.
"['Drama', 'History']",1689,Little Buddha,A magical journey to a place where the past and present meet
"['Horror', 'Thriller', 'Mystery', 'Fantasy']",11596,New Nightmare,"One, Two, Freddy's coming for you..."
"['Romance', 'Comedy', 'Crime', 'Fantasy']",854,The Mask,From zero to hero.
"['Action', 'Adventure', 'Comedy', 'Drama', 'Western']",9359,Maverick,"In their hands, a deck of cards was the only thing more dangerous than a gun."
['Drama'],23333,Mrs. Parker and the Vicious Circle,"New York in the 1920's. The only place to be was the Algonquin, and the only person to know was Dorothy Parker."
"['Comedy', 'Crime']",36593,The Naked Gun 33⅓: The Final Insult,"A Mad Bomber is on the Loose, and If Anyone Can Stop Him....So Can Frank!"
"['Comedy', 'Drama']",12280,The Paper,"A behind-the-lines look at work, marriage and other forms of combat."
['Drama'],2788,Reality Bites,A comedy about love in the '90s
"['Crime', 'Drama', 'Thriller']",10427,Red Rock West,Where nothing is as it seems.
"['Comedy', 'Family']",11011,Ri¢hie Ri¢h,An adventure so big... even the world's richest kid can't afford to miss it!
['Drama'],49803,Safe Passage,Life's best journeys take you home
"['Action', 'Adventure', 'Crime', 'Thriller']",8987,The River Wild,The vacation is over
"['Action', 'Adventure', 'Crime']",1637,Speed,Get ready for rush hour
"['Comedy', 'Romance']",15128,Speechless,There are two sides to every relationship... Don't trust either of them.
"['Thriller', 'Science Fiction', 'Action', 'Crime']",8831,Timecop,They killed his wife ten years ago. There's still time to save her. Murder is forever... until now.
"['Action', 'Thriller']",36955,True Lies,"When he said I do, he never said what he did."
"['Drama', 'Romance']",10449,When a Man Loves a Woman,Through the good times. Through the bad times. When a Man Loves a Woman it's for all times.
['Fantasy'],10395,Wolf,The animal is out.
"['Drama', 'Action', 'Western']",12160,Wyatt Earp,The epic story of love and adventure in a lawless land.
"['Action', 'Crime', 'Romance', 'Thriller']",40480,Bad Company,Bribery. Blackmail. Murder. Specialities of the house.
"['Comedy', 'Drama']",52038,A Man of No Importance,An extraordinary tale of an ordinary hero.
"['Comedy', 'Drama']",29444,S.F.W.,Fate made them hostages. The media made them stars.
"['Action', 'Comedy', 'Crime']",26352,A Low Down Dirty Shame,He's armed and dangerously funny.
['Drama'],39953,"Boys Life: Three Stories of Love, Lust, and Liberation","3 Tales of Love, Lust, & Liberation"
['Drama'],41580,Le colonel Chabert,
"['Action', 'Crime']",315,"Faster, Pussycat! Kill! Kill!",Go-Go For a Wild Ride With the ACTION GIRLS!
"['Crime', 'Drama', 'Romance']",22067,Jason's Lyric,Love is courage.
"['Animation', 'Science Fiction']",18242,The Secret Adventures of Tom Thumb,A nursery crime of epic proportions...
"['Action', 'Adventure', 'Thriller']",11667,Street Fighter,The fight to save the world is on!
"['Action', 'Comedy']",32502,Coldblooded,
[],267188,Desert Winds,It began with a whisper
"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",28732,Fall Time,"Wrong People, Wrong Place, Wrong Time."
"['Horror', 'Thriller']",75555,The Fear,He's whatever scares you the most
['Documentary'],42981,Frank and Ollie,
"['Romance', 'Adventure', 'Crime', 'Drama']",278939,Girl in the Cadillac,On our first date... we robbed a bank
"['Thriller', 'Drama']",291731,Homage,He would sacrifice everything for her...even her.
"['Action', 'Thriller']",226229,Mirage,Love is the deadliest illusion.
['Comedy'],203119,Open Season,
[],172923,Dos Crímenes,
['Documentary'],316098,Brother Minister: The Assassination of Malcolm X,
"['Action', 'Fantasy', 'Science Fiction']",8011,Highlander III: The Sorcerer,"Throughout time they have hunted each other fulfilling the prophecy, that there can be only one."
[],171857,Federal Hill,
"['Horror', 'Mystery', 'Thriller']",2654,In the Mouth of Madness,Lived Any Good Books Lately?
"['Drama', 'Romance']",18069,8 Seconds,Hang on for the ride of your life!
"['Crime', 'Drama']",19092,Above the Rim,Some games you play. Some games play you.
"['Comedy', 'Family', 'Fantasy']",2758,Addams Family Values,The Family Just Got A Little Stranger
['Comedy'],38129,Martin Lawrence: You So Crazy,Uncut. Unrated. Unbelievably Funny.
"['Drama', 'Romance']",10436,The Age of Innocence,In a world of tradition. In an age of innocence. They dared to break the rules.
"['Comedy', 'Crime', 'Music']",13595,Airheads,The amps are on but nobody's home.
"['Comedy', 'Family']",46094,The Air Up There,
"['Action', 'Comedy']",9409,Another Stakeout,"They're on the look out for thrills, action and adventure."
"['Action', 'Adventure', 'Comedy', 'Drama', 'Western']",11853,Bad Girls,It was a dangerous time to be a woman. And a good time to have friends.
"['Comedy', 'Drama', 'Romance']",16771,Barcelona,Americans. Anti Americans. In Love.
"['Drama', 'Comedy', 'Fantasy']",46924,Being Human,"For Hector, history has a way of repeating itself."
['Comedy'],11041,The Beverly Hillbillies,The day they moved in... Beverly Hills moved out.
"['Action', 'Comedy', 'Crime']",306,Beverly Hills Cop III,
"['Action', 'Adventure', 'Drama', 'Family']",14522,Black Beauty,
"['Mystery', 'Crime', 'Drama', 'Thriller']",26203,Blink,"What you can't see, can kill you."
"['Drama', 'Action', 'Thriller']",178,Blown Away,5. 4. 3. 2. 1......Time's Up.
['Drama'],19819,Blue Chips,
"['Drama', 'Romance']",57834,Blue Sky,"In a world of secrets, love is the most powerful weapon."
"['Horror', 'Science Fiction', 'Thriller']",4722,Body Snatchers,Imagine... you're gone and someone else is living inside your body.
"['Drama', 'Romance']",18215,Boxing Helena,"Beyond love, beyond obsession, there hides something beyond reason."
"['Drama', 'Crime']",1607,A Bronx Tale,"One man lives in the neighborhood, another man owns it."
['Comedy'],26391,Cabin Boy,"He's Setting Sail On The High Seas... Without A Rudder, A Compass, Or A Clue!"
"['Drama', 'Comedy']",117553,Calendar Girl,Three boy's journey to discovery in the Hollywood of the early sixties.
"['Action', 'Crime', 'Drama', 'Thriller']",6075,Carlito's Way,He's got a good future if he can live past next week.
"['Action', 'Comedy', 'Drama', 'Western']",11310,City Slickers II: The Legend of Curly's Gold,
"['Comedy', 'Thriller', 'Mystery']",18658,Clean Slate,
"['Action', 'Adventure', 'Thriller']",9350,Cliffhanger,The height of adventure.
"['Comedy', 'Science Fiction', 'Family']",9612,Coneheads,Young ones! Parental units! We summon you!
"['Drama', 'Mystery', 'Romance', 'Thriller']",2124,Color of Night,"In the heat of desire, love can turn to deception. Nothing is what it seems when day turns into night."
"['Action', 'Comedy', 'Family']",26261,Cops & Robbersons,
"['Western', 'Action', 'Comedy']",19176,The Cowboy Way,
['Drama'],49299,Dangerous Game,TURBULENCE REDEMPTION HOLLYWOOD
['Comedy'],11566,Dave,"In a country where anybody can become President, anybody just did."
"['Comedy', 'Drama']",9571,Dazed and Confused,See it with a bud.
"['Crime', 'Action', 'Science Fiction']",9739,Demolition Man,The 21st Century's most dangerous cop. The 21st Century's most ruthless criminal.
['Documentary'],24257,The Endless Summer 2,
"['Western', 'Drama', 'Comedy', 'Romance']",34444,Even Cowgirls Get the Blues,
['Comedy'],26141,Fatal Instinct,"Sex, murder and revenge were never this funny."
['Drama'],10997,霸王别姬,
"['Drama', 'Comedy', 'Romance']",50463,The Favor,Two Women. Three Men. One Secret.
['Drama'],10443,Fearless,Some people are afraid of nothing.
['Comedy'],20239,Fear of a Black Hat,The First Drive-By Comedy
"['Comedy', 'Drama']",16297,With Honors,"If you want a degree go to Harvard, If you want an education go to Simon Wilder."
"['Drama', 'Mystery', 'Romance']",18551,Flesh and Bone,Evil is patient
"['Comedy', 'Thriller', 'Mystery', 'Romance', 'Foreign']",25440,Widows' Peak,
"['Comedy', 'Romance']",9024,For Love or Money,He thought there was nothing as seductive as money. He was wrong.
"['Drama', 'Mystery', 'Thriller']",37233,The Firm,Power can be murder to resist.
"['Family', 'Adventure']",1634,Free Willy,How far would you go for a friend?
"['Crime', 'Drama', 'Thriller']",13815,Fresh,
"['Adventure', 'Action', 'Thriller', 'Crime', 'Mystery']",5503,The Fugitive,A murdered wife. A one-armed man. An obsessed detective. The chase begins.
"['History', 'Action', 'Drama', 'Western']",35588,Geronimo: An American Legend,A Warrior. A Leader. A Legend.
"['Drama', 'Action', 'Thriller']",2087,The Getaway,
"['Family', 'Comedy', 'Crime']",41579,Getting Even with Dad,"..He's not getting mad, he's Getting Even With Dad."
"['Drama', 'Romance']",18620,Go Fish,The girl is out there
"['Comedy', 'Drama']",41006,A Good Man in Africa,
"['Drama', 'Thriller']",4916,Guilty as Sin,"She's finally met her match. He's handsome, wealthy, seductive. A Real Lady Killer!"
"['Action', 'Adventure', 'Crime', 'Thriller']",2019,Hard Target,Don't hunt what you can't kill.
"['History', 'War', 'Action', 'Drama']",31642,Heaven & Earth,An amazing true story of survival.
"['Action', 'Comedy', 'War']",9255,Hot Shots! Part Deux,Just deux it.
['Comedy'],26271,Live Nude Girls,"Sex, Lies and Fantasies... Unrated!"
"['Drama', 'Comedy', 'Romance']",10612,The Englishman Who Went Up a Hill But Came Down a Mountain,
"['Romance', 'Drama']",2259,The House of the Spirits,
['Comedy'],16097,House Party 3,This bachelor party's gonna' bring down the house!
"['Comedy', 'Drama']",11934,The Hudsucker Proxy,They took him for a fall guy... but he threw them for a hoop.
"['Comedy', 'Drama']",106143,I'll Do Anything,
['Comedy'],12475,In the Army Now,"Sleep tight, America! The safety of the free world rests in his hands!"
"['Action', 'Drama', 'Thriller', 'Crime', 'Mystery']",9386,In the Line of Fire,An assassin on the loose. A president in danger. Only one man stands between them...
['Drama'],7984,In the Name of the Father,Falsely accused. Wrongly imprisoned. He fought for justice to clear his father's name.
"['Comedy', 'Drama', 'Romance']",59930,The Inkwell,Summer's Never Been So Much Fun!
"['Drama', 'Music']",15765,What's Love Got to Do with It,Who needs a heart when a heart can be broken?
['Comedy'],31643,Jimmy Hollywood,
"['Action', 'Thriller', 'Crime']",6,Judgment Night,Don't move. Don't whisper. Don't even breathe.
"['Adventure', 'Science Fiction']",329,Jurassic Park,An adventure 65 million years in the making.
"['Thriller', 'Crime']",10909,Kalifornia,Fear never travels alone.
"['Action', 'Crime', 'Drama', 'Thriller']",507,Killing Zoe,
['Drama'],34024,King of the Hill,"When the world turns upside down, the trick is coming out on top."
"['Action', 'Adventure', 'Drama', 'Family']",29918,Lassie,Best Friends Are Forever
"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']",9593,Last Action Hero,This isn't the movies anymore.
"['Comedy', 'Family']",42580,Life With Mikey,He's a talent agent. She's a thief. Looks like they've already got something in common.
"['Action', 'Comedy', 'Western']",22317,Lightning Jack,
"['Drama', 'Romance']",1413,M. Butterfly,
['Comedy'],12121,Made in America,"At the sperm-bank she asked for a tall, intelligent, black man. One out of three ain't bad."
