,genres,id,original_title,tagline
311,"['Action', 'Thriller']",2636,The Specialist,The government taught him to kill. Now he's using his skills to help a woman seek revenge against the Miami underworld.
312,"['Action', 'Adventure', 'Science Fiction']",2164,Stargate,It will take you a million light years from home. But will it bring you back?
313,"['Fantasy', 'Drama', 'Comedy', 'Family']",11395,The Santa Clause,What if your dad was Santa Claus?
314,"['Drama', 'Crime']",278,The Shawshank Redemption,Fear can hold you prisoner. Hope can set you free.
315,"['Crime', 'Thriller']",9905,Shallow Grave,The award winning thriller that'll bury you with laughs.
316,"['Drama', 'Thriller']",87078,Suture,A thriller where nothing is black and white.
317,"['Comedy', 'Drama']",12527,Fresa y chocolate,
318,"['Crime', 'Comedy']",20306,Swimming with Sharks,Life is not a movie
319,"['Comedy', 'Drama', 'Romance']",36614,The Sum of Us,We're all just . . . The Sum of Us.
320,['Comedy'],27993,Senior Trip,Stupid tricks. Outrageous chaos. Total destruction. They're taking it on the road.
321,"['Drama', 'Romance', 'War']",31439,活着,
322,"['Action', 'Comedy', 'Fantasy', 'Science Fiction']",9067,Tank Girl,"In 2033, justice rides a tank and wears lip gloss."
323,"['Horror', 'Comedy', 'Thriller']",9059,Tales from the Crypt: Demon Knight,Ready for your deadtime story?
324,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",193,Star Trek: Generations,Boldly go.
325,"['Crime', 'Horror', 'Thriller']",25066,Tales from the Hood,Chill or be Chilled
326,"['Drama', 'Romance']",46797,Tom & Viv,"For better, for worse, forever."
327,"['Thriller', 'Horror', 'Science Fiction']",12122,Village of the Damned,Beware the Children
328,['Comedy'],11381,Tommy Boy,"If at first you don't succeed, lower your standards."
329,"['Drama', 'Romance']",32636,Vanya on 42nd Street,
330,"['Thriller', 'Crime']",36141,The Underneath,"For passion, betrayal and murder... there's still no place like home."
331,"['Drama', 'War']",95963,The Walking Dead,Surviving the streets was just a rehearsal.
332,"['Romance', 'Drama']",1587,What's Eating Gilbert Grape,A film about the love you find...In the last place you look.
333,"['Action', 'Crime', 'Science Fiction', 'Thriller']",9271,Virtuosity,Justice needs a new program.
334,"['Comedy', 'Drama', 'Romance']",2064,While You Were Sleeping,A story about love at second sight.
335,['Drama'],19855,The War,
336,"['Comedy', 'Romance']",60855,Double Happiness,You've got one life to live. What's it gonna be?
337,"['Drama', 'Comedy', 'Romance']",236,Muriel's Wedding,Success is the best revenge.
338,"['Comedy', 'Drama', 'Family']",48287,The Baby-Sitters Club,Friends Forever
339,"['Comedy', 'Mystery']",3049,Ace Ventura: Pet Detective,"He's the best there is! (Actually, he's the only one there is.)"
340,"['Drama', 'Comedy']",2759,"The Adventures of Priscilla, Queen of the Desert",She's back... Looking as gorgeous and outrageous as ever in a brand new frock.
341,"['Drama', 'Music']",12635,Backbeat,
342,"['Thriller', 'Drama', 'Romance']",10497,Bitter Moon,A kinky voyage with a full head of steam.
343,"['Action', 'Comedy', 'Thriller']",11382,Bullets Over Broadway,
344,"['Action', 'Drama', 'Thriller']",9331,Clear and Present Danger,The war of drugs would lead him to the war of power.
345,"['Drama', 'Thriller', 'Crime', 'Mystery']",10731,The Client,A district attorney out for a conviction. A new lawyer out of her league. A young boy who knew too much.
346,"['Comedy', 'Drama', 'Family', 'Romance']",10464,"Corrina, Corrina",
347,"['Comedy', 'Drama']",34152,Crooklyn,
348,"['Fantasy', 'Action', 'Thriller']",9495,The Crow,Real love is forever.
349,['Drama'],29973,Cobb,Everyone hated this baseball legend. And he loved it.
350,"['Fantasy', 'Comedy', 'Family']",888,The Flintstones,Yabba-Dabba-Doo!
351,"['Comedy', 'Drama', 'Romance']",13,Forrest Gump,"The world will never be the same, once you've seen it through the eyes of Forrest Gump."
352,"['Comedy', 'Drama', 'Romance']",712,Four Weddings and a Funeral,Five good reasons to stay single.
353,"['Romance', 'Drama', 'Crime']",16295,Higher Learning,
354,"['Comedy', 'Drama', 'Romance']",48992,I Like It Like That,"For Lisette, everyday has become independence day."
355,"['Action', 'Comedy', 'Romance']",10879,I Love Trouble,Romance Was Never More Dangerous!
356,"['Comedy', 'Drama', 'Romance']",10660,It Could Happen to You,A cop. A waitress. A lottery ticket.
357,"['Adventure', 'Drama', 'Family']",10714,The Jungle Book,
358,"['Documentary', 'Foreign']",41647,Die Macht der Bilder: Leni Riefenstahl,
359,"['Family', 'Animation', 'Drama']",8587,The Lion King,Life's greatest adventure is finding your place in the Circle of Life.
360,"['Drama', 'History']",1689,Little Buddha,A magical journey to a place where the past and present meet
361,"['Horror', 'Thriller', 'Mystery', 'Fantasy']",11596,New Nightmare,"One, Two, Freddy's coming for you..."
362,"['Romance', 'Comedy', 'Crime', 'Fantasy']",854,The Mask,From zero to hero.
363,"['Action', 'Adventure', 'Comedy', 'Drama', 'Western']",9359,Maverick,"In their hands, a deck of cards was the only thing more dangerous than a gun."
364,['Drama'],23333,Mrs. Parker and the Vicious Circle,"New York in the 1920's. The only place to be was the Algonquin, and the only person to know was Dorothy Parker."
365,"['Comedy', 'Crime']",36593,The Naked Gun 33⅓: The Final Insult,"A Mad Bomber is on the Loose, and If Anyone Can Stop Him....So Can Frank!"
366,"['Comedy', 'Drama']",12280,The Paper,"A behind-the-lines look at work, marriage and other forms of combat."
367,['Drama'],2788,Reality Bites,A comedy about love in the '90s
368,"['Crime', 'Drama', 'Thriller']",10427,Red Rock West,Where nothing is as it seems.
369,"['Comedy', 'Family']",11011,Ri¢hie Ri¢h,An adventure so big... even the world's richest kid can't afford to miss it!
370,['Drama'],49803,Safe Passage,Life's best journeys take you home
371,"['Action', 'Adventure', 'Crime', 'Thriller']",8987,The River Wild,The vacation is over
372,"['Action', 'Adventure', 'Crime']",1637,Speed,Get ready for rush hour
373,"['Comedy', 'Romance']",15128,Speechless,There are two sides to every relationship... Don't trust either of them.
374,"['Thriller', 'Science Fiction', 'Action', 'Crime']",8831,Timecop,They killed his wife ten years ago. There's still time to save her. Murder is forever... until now.
375,"['Action', 'Thriller']",36955,True Lies,"When he said I do, he never said what he did."
376,"['Drama', 'Romance']",10449,When a Man Loves a Woman,Through the good times. Through the bad times. When a Man Loves a Woman it's for all times.
377,['Fantasy'],10395,Wolf,The animal is out.
378,"['Drama', 'Action', 'Western']",12160,Wyatt Earp,The epic story of love and adventure in a lawless land.
379,"['Action', 'Crime', 'Romance', 'Thriller']",40480,Bad Company,Bribery. Blackmail. Murder. Specialities of the house.
380,"['Comedy', 'Drama']",52038,A Man of No Importance,An extraordinary tale of an ordinary hero.
381,"['Comedy', 'Drama']",29444,S.F.W.,Fate made them hostages. The media made them stars.
382,"['Action', 'Comedy', 'Crime']",26352,A Low Down Dirty Shame,He's armed and dangerously funny.
383,['Drama'],39953,"Boys Life: Three Stories of Love, Lust, and Liberation","3 Tales of Love, Lust, & Liberation"
384,['Drama'],41580,Le colonel Chabert,
385,"['Action', 'Crime']",315,"Faster, Pussycat! Kill! Kill!",Go-Go For a Wild Ride With the ACTION GIRLS!
386,"['Crime', 'Drama', 'Romance']",22067,Jason's Lyric,Love is courage.
387,"['Animation', 'Science Fiction']",18242,The Secret Adventures of Tom Thumb,A nursery crime of epic proportions...
388,"['Action', 'Adventure', 'Thriller']",11667,Street Fighter,The fight to save the world is on!
389,"['Action', 'Comedy']",32502,Coldblooded,
390,[],267188,Desert Winds,It began with a whisper
391,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",28732,Fall Time,"Wrong People, Wrong Place, Wrong Time."
392,"['Horror', 'Thriller']",75555,The Fear,He's whatever scares you the most
393,['Documentary'],42981,Frank and Ollie,
394,"['Romance', 'Adventure', 'Crime', 'Drama']",278939,Girl in the Cadillac,On our first date... we robbed a bank
395,"['Thriller', 'Drama']",291731,Homage,He would sacrifice everything for her...even her.
396,"['Action', 'Thriller']",226229,Mirage,Love is the deadliest illusion.
397,['Comedy'],203119,Open Season,
398,[],172923,Dos Crímenes,
399,['Documentary'],316098,Brother Minister: The Assassination of Malcolm X,
400,"['Action', 'Fantasy', 'Science Fiction']",8011,Highlander III: The Sorcerer,"Throughout time they have hunted each other fulfilling the prophecy, that there can be only one."
401,[],171857,Federal Hill,
402,"['Horror', 'Mystery', 'Thriller']",2654,In the Mouth of Madness,Lived Any Good Books Lately?
403,"['Drama', 'Romance']",18069,8 Seconds,Hang on for the ride of your life!
404,"['Crime', 'Drama']",19092,Above the Rim,Some games you play. Some games play you.
405,"['Comedy', 'Family', 'Fantasy']",2758,Addams Family Values,The Family Just Got A Little Stranger
406,['Comedy'],38129,Martin Lawrence: You So Crazy,Uncut. Unrated. Unbelievably Funny.
407,"['Drama', 'Romance']",10436,The Age of Innocence,In a world of tradition. In an age of innocence. They dared to break the rules.
408,"['Comedy', 'Crime', 'Music']",13595,Airheads,The amps are on but nobody's home.
409,"['Comedy', 'Family']",46094,The Air Up There,
410,"['Action', 'Comedy']",9409,Another Stakeout,"They're on the look out for thrills, action and adventure."
411,"['Action', 'Adventure', 'Comedy', 'Drama', 'Western']",11853,Bad Girls,It was a dangerous time to be a woman. And a good time to have friends.
412,"['Comedy', 'Drama', 'Romance']",16771,Barcelona,Americans. Anti Americans. In Love.
413,"['Drama', 'Comedy', 'Fantasy']",46924,Being Human,"For Hector, history has a way of repeating itself."
414,['Comedy'],11041,The Beverly Hillbillies,The day they moved in... Beverly Hills moved out.
415,"['Action', 'Comedy', 'Crime']",306,Beverly Hills Cop III,
416,"['Action', 'Adventure', 'Drama', 'Family']",14522,Black Beauty,
417,"['Mystery', 'Crime', 'Drama', 'Thriller']",26203,Blink,"What you can't see, can kill you."
418,"['Drama', 'Action', 'Thriller']",178,Blown Away,5. 4. 3. 2. 1......Time's Up.
419,['Drama'],19819,Blue Chips,
420,"['Drama', 'Romance']",57834,Blue Sky,"In a world of secrets, love is the most powerful weapon."
421,"['Horror', 'Science Fiction', 'Thriller']",4722,Body Snatchers,Imagine... you're gone and someone else is living inside your body.
422,"['Drama', 'Romance']",18215,Boxing Helena,"Beyond love, beyond obsession, there hides something beyond reason."
423,"['Drama', 'Crime']",1607,A Bronx Tale,"One man lives in the neighborhood, another man owns it."
424,['Comedy'],26391,Cabin Boy,"He's Setting Sail On The High Seas... Without A Rudder, A Compass, Or A Clue!"
425,"['Drama', 'Comedy']",117553,Calendar Girl,Three boy's journey to discovery in the Hollywood of the early sixties.
426,"['Action', 'Crime', 'Drama', 'Thriller']",6075,Carlito's Way,He's got a good future if he can live past next week.
427,"['Action', 'Comedy', 'Drama', 'Western']",11310,City Slickers II: The Legend of Curly's Gold,
428,"['Comedy', 'Thriller', 'Mystery']",18658,Clean Slate,
429,"['Action', 'Adventure', 'Thriller']",9350,Cliffhanger,The height of adventure.
430,"['Comedy', 'Science Fiction', 'Family']",9612,Coneheads,Young ones! Parental units! We summon you!
431,"['Drama', 'Mystery', 'Romance', 'Thriller']",2124,Color of Night,"In the heat of desire, love can turn to deception. Nothing is what it seems when day turns into night."
432,"['Action', 'Comedy', 'Family']",26261,Cops & Robbersons,
433,"['Western', 'Action', 'Comedy']",19176,The Cowboy Way,
434,['Drama'],49299,Dangerous Game,TURBULENCE REDEMPTION HOLLYWOOD
435,['Comedy'],11566,Dave,"In a country where anybody can become President, anybody just did."
436,"['Comedy', 'Drama']",9571,Dazed and Confused,See it with a bud.
437,"['Crime', 'Action', 'Science Fiction']",9739,Demolition Man,The 21st Century's most dangerous cop. The 21st Century's most ruthless criminal.
438,['Documentary'],24257,The Endless Summer 2,
439,"['Western', 'Drama', 'Comedy', 'Romance']",34444,Even Cowgirls Get the Blues,
440,['Comedy'],26141,Fatal Instinct,"Sex, murder and revenge were never this funny."
441,['Drama'],10997,霸王别姬,
442,"['Drama', 'Comedy', 'Romance']",50463,The Favor,Two Women. Three Men. One Secret.
443,['Drama'],10443,Fearless,Some people are afraid of nothing.
444,['Comedy'],20239,Fear of a Black Hat,The First Drive-By Comedy
445,"['Comedy', 'Drama']",16297,With Honors,"If you want a degree go to Harvard, If you want an education go to Simon Wilder."
446,"['Drama', 'Mystery', 'Romance']",18551,Flesh and Bone,Evil is patient
447,"['Comedy', 'Thriller', 'Mystery', 'Romance', 'Foreign']",25440,Widows' Peak,
448,"['Comedy', 'Romance']",9024,For Love or Money,He thought there was nothing as seductive as money. He was wrong.
449,"['Drama', 'Mystery', 'Thriller']",37233,The Firm,Power can be murder to resist.
450,"['Family', 'Adventure']",1634,Free Willy,How far would you go for a friend?
451,"['Crime', 'Drama', 'Thriller']",13815,Fresh,
452,"['Adventure', 'Action', 'Thriller', 'Crime', 'Mystery']",5503,The Fugitive,A murdered wife. A one-armed man. An obsessed detective. The chase begins.
453,"['History', 'Action', 'Drama', 'Western']",35588,Geronimo: An American Legend,A Warrior. A Leader. A Legend.
454,"['Drama', 'Action', 'Thriller']",2087,The Getaway,
455,"['Family', 'Comedy', 'Crime']",41579,Getting Even with Dad,"..He's not getting mad, he's Getting Even With Dad."
456,"['Drama', 'Romance']",18620,Go Fish,The girl is out there
457,"['Comedy', 'Drama']",41006,A Good Man in Africa,
458,"['Drama', 'Thriller']",4916,Guilty as Sin,"She's finally met her match. He's handsome, wealthy, seductive. A Real Lady Killer!"
459,"['Action', 'Adventure', 'Crime', 'Thriller']",2019,Hard Target,Don't hunt what you can't kill.
460,"['History', 'War', 'Action', 'Drama']",31642,Heaven & Earth,An amazing true story of survival.
461,"['Action', 'Comedy', 'War']",9255,Hot Shots! Part Deux,Just deux it.
462,['Comedy'],26271,Live Nude Girls,"Sex, Lies and Fantasies... Unrated!"
463,"['Drama', 'Comedy', 'Romance']",10612,The Englishman Who Went Up a Hill But Came Down a Mountain,
464,"['Romance', 'Drama']",2259,The House of the Spirits,
465,['Comedy'],16097,House Party 3,This bachelor party's gonna' bring down the house!
